setting,language,domain,role,category,severity,count,turns,total_sims
L2 Domain,Thai,telecom,user,premature_termination,critical,17,3899,342
L2 Domain,Thai,telecom,user,premature_termination,benign,12,3899,342
L2 Domain,Thai,telecom,user,inconsistent_behavior,critical,16,3899,342
L2 Domain,Thai,telecom,user,inconsistent_behavior,benign,151,3899,342
L2 Domain,Thai,telecom,user,hallucination,critical,49,3899,342
L2 Domain,Thai,telecom,user,hallucination,benign,56,3899,342
L2 Domain,Thai,telecom,user,wrong_sequence,critical,1,3899,342
L2 Domain,Thai,telecom,user,wrong_sequence,benign,1,3899,342
L2 Domain,Thai,telecom,user,tool_call_argument_error,critical,0,3899,342
L2 Domain,Thai,telecom,user,tool_call_argument_error,benign,2,3899,342
L2 Domain,Thai,telecom,user,irrelevant_tool_call,critical,0,3899,342
L2 Domain,Thai,telecom,user,irrelevant_tool_call,benign,0,3899,342
L2 Domain,Thai,telecom,user,tool_call_schema_error,critical,0,3899,342
L2 Domain,Thai,telecom,user,tool_call_schema_error,benign,1,3899,342
L2 Domain,Thai,telecom,user,revealed_info_early,critical,1,3899,342
L2 Domain,Thai,telecom,user,revealed_info_early,benign,1,3899,342
L2 Domain,Thai,telecom,user,other,critical,0,3899,342
L2 Domain,Thai,telecom,user,other,benign,33,3899,342
L2 Domain,Thai,telecom,user,interruption_error,critical,0,3899,342
L2 Domain,Thai,telecom,user,interruption_error,benign,0,3899,342
L2 Domain,Filipino,telecom,agent,outcome,critical,131,2948,342
L2 Domain,Filipino,telecom,agent,outcome,benign,89,2948,342
L2 Domain,Filipino,telecom,agent,outcome,correct,122,2948,342
L2 Domain,Filipino,telecom,agent,guideline_violation,critical,106,2948,342
L2 Domain,Filipino,telecom,agent,guideline_violation,benign,115,2948,342
L2 Domain,Filipino,telecom,agent,missed_required_action,critical,163,2948,342
L2 Domain,Filipino,telecom,agent,missed_required_action,benign,111,2948,342
L2 Domain,Filipino,telecom,agent,incorrect_interpretation,critical,54,2948,342
L2 Domain,Filipino,telecom,agent,incorrect_interpretation,benign,85,2948,342
L2 Domain,Filipino,telecom,agent,premature_termination,critical,33,2948,342
L2 Domain,Filipino,telecom,agent,premature_termination,benign,5,2948,342
L2 Domain,Filipino,telecom,agent,inconsistent_behavior,critical,12,2948,342
L2 Domain,Filipino,telecom,agent,inconsistent_behavior,benign,38,2948,342
L2 Domain,Filipino,telecom,agent,hallucination,critical,3,2948,342
L2 Domain,Filipino,telecom,agent,hallucination,benign,11,2948,342
L2 Domain,Filipino,telecom,agent,wrong_sequence,critical,13,2948,342
L2 Domain,Filipino,telecom,agent,wrong_sequence,benign,27,2948,342
L2 Domain,Filipino,telecom,agent,tool_call_argument_error,critical,3,2948,342
L2 Domain,Filipino,telecom,agent,tool_call_argument_error,benign,11,2948,342
L2 Domain,Filipino,telecom,agent,irrelevant_tool_call,critical,3,2948,342
L2 Domain,Filipino,telecom,agent,irrelevant_tool_call,benign,15,2948,342
L2 Domain,Filipino,telecom,agent,tool_call_schema_error,critical,5,2948,342
L2 Domain,Filipino,telecom,agent,tool_call_schema_error,benign,4,2948,342
L2 Domain,Filipino,telecom,agent,revealed_info_early,critical,2,2948,342
L2 Domain,Filipino,telecom,agent,revealed_info_early,benign,2,2948,342
L2 Domain,Filipino,telecom,agent,other,critical,1,2948,342
L2 Domain,Filipino,telecom,agent,other,benign,2,2948,342
L2 Domain,Filipino,telecom,agent,interruption_error,critical,0,2948,342
L2 Domain,Filipino,telecom,agent,interruption_error,benign,0,2948,342
L2 Domain,Filipino,telecom,user,outcome,critical,64,3480,342
L2 Domain,Filipino,telecom,user,outcome,benign,130,3480,342
L2 Domain,Filipino,telecom,user,outcome,correct,148,3480,342
L2 Domain,Filipino,telecom,user,guideline_violation,critical,22,3480,342
L2 Domain,Filipino,telecom,user,guideline_violation,benign,85,3480,342
L2 Domain,Filipino,telecom,user,missed_required_action,critical,2,3480,342
L2 Domain,Filipino,telecom,user,missed_required_action,benign,9,3480,342
L2 Domain,Filipino,telecom,user,incorrect_interpretation,critical,7,3480,342
L2 Domain,Filipino,telecom,user,incorrect_interpretation,benign,42,3480,342
L2 Domain,Filipino,telecom,user,premature_termination,critical,11,3480,342
L2 Domain,Filipino,telecom,user,premature_termination,benign,31,3480,342
L2 Domain,Filipino,telecom,user,inconsistent_behavior,critical,20,3480,342
L2 Domain,Filipino,telecom,user,inconsistent_behavior,benign,142,3480,342
L2 Domain,Filipino,telecom,user,hallucination,critical,52,3480,342
L2 Domain,Filipino,telecom,user,hallucination,benign,47,3480,342
L2 Domain,Filipino,telecom,user,wrong_sequence,critical,0,3480,342
L2 Domain,Filipino,telecom,user,wrong_sequence,benign,1,3480,342
L2 Domain,Filipino,telecom,user,tool_call_argument_error,critical,0,3480,342
L2 Domain,Filipino,telecom,user,tool_call_argument_error,benign,2,3480,342
L2 Domain,Filipino,telecom,user,irrelevant_tool_call,critical,0,3480,342
L2 Domain,Filipino,telecom,user,irrelevant_tool_call,benign,3,3480,342
L2 Domain,Filipino,telecom,user,tool_call_schema_error,critical,0,3480,342
L2 Domain,Filipino,telecom,user,tool_call_schema_error,benign,2,3480,342
L2 Domain,Filipino,telecom,user,revealed_info_early,critical,0,3480,342
L2 Domain,Filipino,telecom,user,revealed_info_early,benign,1,3480,342
L2 Domain,Filipino,telecom,user,other,critical,0,3480,342
L2 Domain,Filipino,telecom,user,other,benign,27,3480,342
L2 Domain,Filipino,telecom,user,interruption_error,critical,0,3480,342
L2 Domain,Filipino,telecom,user,interruption_error,benign,0,3480,342
L2 Domain,Vietnamese,telecom,agent,outcome,critical,125,2965,342
L2 Domain,Vietnamese,telecom,agent,outcome,benign,71,2965,342
L2 Domain,Vietnamese,telecom,agent,outcome,correct,146,2965,342
L2 Domain,Vietnamese,telecom,agent,guideline_violation,critical,117,2965,342
L2 Domain,Vietnamese,telecom,agent,guideline_violation,benign,104,2965,342
L2 Domain,Vietnamese,telecom,agent,missed_required_action,critical,151,2965,342
L2 Domain,Vietnamese,telecom,agent,missed_required_action,benign,96,2965,342
L2 Domain,Vietnamese,telecom,agent,incorrect_interpretation,critical,50,2965,342
L2 Domain,Vietnamese,telecom,agent,incorrect_interpretation,benign,69,2965,342
L2 Domain,Vietnamese,telecom,agent,premature_termination,critical,30,2965,342
L2 Domain,Vietnamese,telecom,agent,premature_termination,benign,3,2965,342
L2 Domain,Vietnamese,telecom,agent,inconsistent_behavior,critical,10,2965,342
L2 Domain,Vietnamese,telecom,agent,inconsistent_behavior,benign,37,2965,342
L2 Domain,Vietnamese,telecom,agent,hallucination,critical,7,2965,342
L2 Domain,Vietnamese,telecom,agent,hallucination,benign,16,2965,342
L2 Domain,Vietnamese,telecom,agent,wrong_sequence,critical,17,2965,342
L2 Domain,Vietnamese,telecom,agent,wrong_sequence,benign,13,2965,342
L2 Domain,Vietnamese,telecom,agent,tool_call_argument_error,critical,2,2965,342
L2 Domain,Vietnamese,telecom,agent,tool_call_argument_error,benign,7,2965,342
L2 Domain,Vietnamese,telecom,agent,irrelevant_tool_call,critical,3,2965,342
L2 Domain,Vietnamese,telecom,agent,irrelevant_tool_call,benign,19,2965,342
L2 Domain,Vietnamese,telecom,agent,tool_call_schema_error,critical,2,2965,342
L2 Domain,Vietnamese,telecom,agent,tool_call_schema_error,benign,1,2965,342
L2 Domain,Vietnamese,telecom,agent,revealed_info_early,critical,3,2965,342
L2 Domain,Vietnamese,telecom,agent,revealed_info_early,benign,4,2965,342
L2 Domain,Vietnamese,telecom,agent,other,critical,0,2965,342
L2 Domain,Vietnamese,telecom,agent,other,benign,15,2965,342
L2 Domain,Vietnamese,telecom,agent,interruption_error,critical,0,2965,342
L2 Domain,Vietnamese,telecom,agent,interruption_error,benign,0,2965,342
L2 Domain,Vietnamese,telecom,user,outcome,critical,54,4567,342
L2 Domain,Vietnamese,telecom,user,outcome,benign,112,4567,342
L2 Domain,Vietnamese,telecom,user,outcome,correct,176,4567,342
L2 Domain,Vietnamese,telecom,user,guideline_violation,critical,13,4567,342
L2 Domain,Vietnamese,telecom,user,guideline_violation,benign,42,4567,342
L2 Domain,Vietnamese,telecom,user,missed_required_action,critical,6,4567,342
L2 Domain,Vietnamese,telecom,user,missed_required_action,benign,8,4567,342
L2 Domain,Vietnamese,telecom,user,incorrect_interpretation,critical,3,4567,342
L2 Domain,Vietnamese,telecom,user,incorrect_interpretation,benign,30,4567,342
L2 Domain,Vietnamese,telecom,user,premature_termination,critical,11,4567,342
L2 Domain,Vietnamese,telecom,user,premature_termination,benign,23,4567,342
L2 Domain,Vietnamese,telecom,user,inconsistent_behavior,critical,18,4567,342
L2 Domain,Vietnamese,telecom,user,inconsistent_behavior,benign,146,4567,342
L2 Domain,Vietnamese,telecom,user,hallucination,critical,39,4567,342
L2 Domain,Vietnamese,telecom,user,hallucination,benign,48,4567,342
L2 Domain,Vietnamese,telecom,user,wrong_sequence,critical,0,4567,342
L2 Domain,Vietnamese,telecom,user,wrong_sequence,benign,2,4567,342
L2 Domain,Vietnamese,telecom,user,tool_call_argument_error,critical,0,4567,342
L2 Domain,Vietnamese,telecom,user,tool_call_argument_error,benign,5,4567,342
L2 Domain,Vietnamese,telecom,user,irrelevant_tool_call,critical,0,4567,342
L2 Domain,Vietnamese,telecom,user,irrelevant_tool_call,benign,1,4567,342
L2 Domain,Vietnamese,telecom,user,tool_call_schema_error,critical,0,4567,342
L2 Domain,Vietnamese,telecom,user,tool_call_schema_error,benign,0,4567,342
L2 Domain,Vietnamese,telecom,user,revealed_info_early,critical,1,4567,342
L2 Domain,Vietnamese,telecom,user,revealed_info_early,benign,0,4567,342
L2 Domain,Vietnamese,telecom,user,other,critical,1,4567,342
L2 Domain,Vietnamese,telecom,user,other,benign,11,4567,342
L2 Domain,Vietnamese,telecom,user,interruption_error,critical,0,4567,342
L2 Domain,Vietnamese,telecom,user,interruption_error,benign,0,4567,342
L2 Domain,Chinese,telecom,agent,outcome,critical,103,2034,342
L2 Domain,Chinese,telecom,agent,outcome,benign,86,2034,342
L2 Domain,Chinese,telecom,agent,outcome,correct,153,2034,342
L2 Domain,Chinese,telecom,agent,guideline_violation,critical,78,2034,342
L2 Domain,Chinese,telecom,agent,guideline_violation,benign,81,2034,342
L2 Domain,Chinese,telecom,agent,missed_required_action,critical,111,2034,342
L2 Domain,Chinese,telecom,agent,missed_required_action,benign,119,2034,342
L2 Domain,Chinese,telecom,agent,incorrect_interpretation,critical,29,2034,342
L2 Domain,Chinese,telecom,agent,incorrect_interpretation,benign,71,2034,342
L2 Domain,Chinese,telecom,agent,premature_termination,critical,27,2034,342
L2 Domain,Chinese,telecom,agent,premature_termination,benign,3,2034,342
L2 Domain,Chinese,telecom,agent,inconsistent_behavior,critical,8,2034,342
L2 Domain,Chinese,telecom,agent,inconsistent_behavior,benign,31,2034,342
L2 Domain,Chinese,telecom,agent,hallucination,critical,5,2034,342
L2 Domain,Chinese,telecom,agent,hallucination,benign,9,2034,342
L2 Domain,Chinese,telecom,agent,wrong_sequence,critical,12,2034,342
L2 Domain,Chinese,telecom,agent,wrong_sequence,benign,19,2034,342
L2 Domain,Chinese,telecom,agent,tool_call_argument_error,critical,2,2034,342
L2 Domain,Chinese,telecom,agent,tool_call_argument_error,benign,5,2034,342
L2 Domain,Chinese,telecom,agent,irrelevant_tool_call,critical,0,2034,342
L2 Domain,Chinese,telecom,agent,irrelevant_tool_call,benign,4,2034,342
L2 Domain,Chinese,telecom,agent,tool_call_schema_error,critical,0,2034,342
L2 Domain,Chinese,telecom,agent,tool_call_schema_error,benign,0,2034,342
L2 Domain,Chinese,telecom,agent,revealed_info_early,critical,0,2034,342
L2 Domain,Chinese,telecom,agent,revealed_info_early,benign,0,2034,342
L2 Domain,Chinese,telecom,agent,other,critical,0,2034,342
L2 Domain,Chinese,telecom,agent,other,benign,7,2034,342
L2 Domain,Chinese,telecom,agent,interruption_error,critical,0,2034,342
L2 Domain,Chinese,telecom,agent,interruption_error,benign,0,2034,342
L2 Domain,Chinese,telecom,user,outcome,critical,45,1948,342
L2 Domain,Chinese,telecom,user,outcome,benign,128,1948,342
L2 Domain,Chinese,telecom,user,outcome,correct,169,1948,342
L2 Domain,Chinese,telecom,user,guideline_violation,critical,23,1948,342
L2 Domain,Chinese,telecom,user,guideline_violation,benign,85,1948,342
L2 Domain,Chinese,telecom,user,missed_required_action,critical,3,1948,342
L2 Domain,Chinese,telecom,user,missed_required_action,benign,14,1948,342
L2 Domain,Chinese,telecom,user,incorrect_interpretation,critical,6,1948,342
L2 Domain,Chinese,telecom,user,incorrect_interpretation,benign,28,1948,342
L2 Domain,Chinese,telecom,user,premature_termination,critical,9,1948,342
L2 Domain,Chinese,telecom,user,premature_termination,benign,18,1948,342
L2 Domain,Chinese,telecom,user,inconsistent_behavior,critical,10,1948,342
L2 Domain,Chinese,telecom,user,inconsistent_behavior,benign,115,1948,342
L2 Domain,Chinese,telecom,user,hallucination,critical,37,1948,342
L2 Domain,Chinese,telecom,user,hallucination,benign,61,1948,342
L2 Domain,Chinese,telecom,user,wrong_sequence,critical,0,1948,342
L2 Domain,Chinese,telecom,user,wrong_sequence,benign,1,1948,342
L2 Domain,Chinese,telecom,user,tool_call_argument_error,critical,0,1948,342
L2 Domain,Chinese,telecom,user,tool_call_argument_error,benign,3,1948,342
L2 Domain,Chinese,telecom,user,irrelevant_tool_call,critical,0,1948,342
L2 Domain,Chinese,telecom,user,irrelevant_tool_call,benign,3,1948,342
L2 Domain,Chinese,telecom,user,tool_call_schema_error,critical,1,1948,342
L2 Domain,Chinese,telecom,user,tool_call_schema_error,benign,1,1948,342
L2 Domain,Chinese,telecom,user,revealed_info_early,critical,0,1948,342
L2 Domain,Chinese,telecom,user,revealed_info_early,benign,2,1948,342
L2 Domain,Chinese,telecom,user,other,critical,1,1948,342
L2 Domain,Chinese,telecom,user,other,benign,8,1948,342
L2 Domain,Chinese,telecom,user,interruption_error,critical,0,1948,342
L2 Domain,Chinese,telecom,user,interruption_error,benign,0,1948,342
L2 Domain,Indonesian,telecom,agent,outcome,critical,139,2129,342
L2 Domain,Indonesian,telecom,agent,outcome,benign,81,2129,342
L2 Domain,Indonesian,telecom,agent,outcome,correct,122,2129,342
L2 Domain,Indonesian,telecom,agent,guideline_violation,critical,98,2129,342
L2 Domain,Indonesian,telecom,agent,guideline_violation,benign,91,2129,342
L2 Domain,Indonesian,telecom,agent,missed_required_action,critical,178,2129,342
L2 Domain,Indonesian,telecom,agent,missed_required_action,benign,108,2129,342
L2 Domain,Indonesian,telecom,agent,incorrect_interpretation,critical,53,2129,342
L2 Domain,Indonesian,telecom,agent,incorrect_interpretation,benign,77,2129,342
L2 Domain,Indonesian,telecom,agent,premature_termination,critical,33,2129,342
L2 Domain,Indonesian,telecom,agent,premature_termination,benign,3,2129,342
L2 Domain,Indonesian,telecom,agent,inconsistent_behavior,critical,8,2129,342
L2 Domain,Indonesian,telecom,agent,inconsistent_behavior,benign,44,2129,342
L2 Domain,Indonesian,telecom,agent,hallucination,critical,5,2129,342
L2 Domain,Indonesian,telecom,agent,hallucination,benign,19,2129,342
L2 Domain,Indonesian,telecom,agent,wrong_sequence,critical,23,2129,342
L2 Domain,Indonesian,telecom,agent,wrong_sequence,benign,21,2129,342
L2 Domain,Indonesian,telecom,agent,tool_call_argument_error,critical,2,2129,342
L2 Domain,Indonesian,telecom,agent,tool_call_argument_error,benign,3,2129,342
L2 Domain,Indonesian,telecom,agent,irrelevant_tool_call,critical,1,2129,342
L2 Domain,Indonesian,telecom,agent,irrelevant_tool_call,benign,8,2129,342
L2 Domain,Indonesian,telecom,agent,tool_call_schema_error,critical,1,2129,342
L2 Domain,Indonesian,telecom,agent,tool_call_schema_error,benign,3,2129,342
L2 Domain,Indonesian,telecom,agent,revealed_info_early,critical,0,2129,342
L2 Domain,Indonesian,telecom,agent,revealed_info_early,benign,5,2129,342
L2 Domain,Indonesian,telecom,agent,other,critical,1,2129,342
L2 Domain,Indonesian,telecom,agent,other,benign,7,2129,342
L2 Domain,Indonesian,telecom,agent,interruption_error,critical,0,2129,342
L2 Domain,Indonesian,telecom,agent,interruption_error,benign,0,2129,342
L2 Domain,Indonesian,telecom,user,outcome,critical,59,3273,342
L2 Domain,Indonesian,telecom,user,outcome,benign,120,3273,342
L2 Domain,Indonesian,telecom,user,outcome,correct,163,3273,342
L2 Domain,Indonesian,telecom,user,guideline_violation,critical,11,3273,342
L2 Domain,Indonesian,telecom,user,guideline_violation,benign,59,3273,342
L2 Domain,Indonesian,telecom,user,missed_required_action,critical,1,3273,342
L2 Domain,Indonesian,telecom,user,missed_required_action,benign,9,3273,342
L2 Domain,Indonesian,telecom,user,incorrect_interpretation,critical,8,3273,342
L2 Domain,Indonesian,telecom,user,incorrect_interpretation,benign,25,3273,342
L2 Domain,Indonesian,telecom,user,premature_termination,critical,14,3273,342
L2 Domain,Indonesian,telecom,user,premature_termination,benign,29,3273,342
L2 Domain,Indonesian,telecom,user,inconsistent_behavior,critical,20,3273,342
L2 Domain,Indonesian,telecom,user,inconsistent_behavior,benign,140,3273,342
L2 Domain,Indonesian,telecom,user,hallucination,critical,57,3273,342
L2 Domain,Indonesian,telecom,user,hallucination,benign,54,3273,342
L2 Domain,Indonesian,telecom,user,wrong_sequence,critical,0,3273,342
L2 Domain,Indonesian,telecom,user,wrong_sequence,benign,1,3273,342
L2 Domain,Indonesian,telecom,user,tool_call_argument_error,critical,0,3273,342
L2 Domain,Indonesian,telecom,user,tool_call_argument_error,benign,1,3273,342
L2 Domain,Indonesian,telecom,user,irrelevant_tool_call,critical,0,3273,342
L2 Domain,Indonesian,telecom,user,irrelevant_tool_call,benign,1,3273,342
L2 Domain,Indonesian,telecom,user,tool_call_schema_error,critical,0,3273,342
L2 Domain,Indonesian,telecom,user,tool_call_schema_error,benign,22,3273,342
L2 Domain,Indonesian,telecom,user,revealed_info_early,critical,1,3273,342
